Ticket id,Interaction id,Ticket Summary,Interaction content,Type 1,Type 2,Type 3,Type 4
23037,64497,RE : Company ID Abonnement,"Dear customer, thank you for making contact with *****.We hope you are doing well.This email is about your request to delete your company ID and cancel your subscription.Don't worry, I understand your concern very well and I will do my best to offer you the best possible solution.Unfortunately, due to the data protection regulations, we are not allowed to delete accounts and subscriptions on behalf of our customers.However, you can unsubscribe at any time by taking the following steps: Via your Company cell phone: Settings> Accenter> Payment and purchases> Subscriptions and tap the service whose subscription you want to cancel.From your computer, access the official website: Register at https://id7.cloud.company.com/cas/portal/portal/Portal/Login.html and go to account & security> Payment and purchases> Subscriptions/Passwordless payments and tap Remove.Please note that if you call up the website from your cell phone, you have to activate the desktop version so that the tab is displayed payments and purchases.If the subscription disappears from its account, it means that it has been successfully terminated.After the termination, nothing will be debited from your account from the next month.If you need further help, please provide us with the following information so that we can check your account and provide further information about the subscription: 1. Your Company ID (telephone number with the country code/email address): 2.Your concern: e.g. Company Cloud Subscribe/ Company Music Subscription Subscription/ Company Video Subscription 3. Evidence of the transactions: a) If the payment has been made with your bank card: - Copy of your account statement with the debit from ***** (per) Se and the last 4 digits of your bank card.b) If the payment has been made with your PayPal: - A screenshot of the payment with the number of the transaction calculation is before c) If the payment has been made with your phone: - The telephone number that has been loaded - a screenshot of the telephone bill that the feesFrom ***** (per) SE shows if you no longer need your Company ID, you can delete it.After you have deleted your Company ID, your personal data will be adjusted on the server and cannot be restored.Your personal data in the server backup and protocol files will be automatically adjusted within six months.To delete an account, go to Settings> Register with Company ID> Data protection center> Delete account.If the account has a sub -account, please use the sub -account first to register and delete the sub -account.Then delete the main account.If ""Delete Account"" is not displayed, go to the Google Play Store to update Company Mobile Services, the official Company app for Company ID.Users can also delete the account from the web portal.First log in under the URL specified below and click Settings in the upper right corner.Scroll down on the page until ""Delete Account"" is displayed.Click to enter the password and delete the account.https://hwid7.vmall.com/cas/portal/loginauth.html?validated=true&themename=Red&service=https%2F%2FHWID7.VMALL.com%2FPortal%2Fusercenter%I*(Phone) & Reqclienttype = 39 & Lang = EN-US & Countrycode = DE We would be very happy to receive your feedback on our email exchange, as we need your input to further improve our service.We therefore invite you to fill out the survey that you will soon receive via the email address you used to contact us.If you have any further questions, please feel free to respond to this email thread and we will be happy to help you.Sincerely, Andrea ***** (per) ",Purchasing,Suggestion,Payment,Subscription cancellation
23035,64488,Company Support issue submit,Product: AppGalle & Games Requests: Refund Request: App/Item Purchased Not Working As Expected Contact Full Name: Manuela Ferracin Contact Email Address: XXXXXX@XXXX.com Summary of the Issue: I'm trying to make a purchase on a Playrix app with Post OfficePay that does not appear to be blocked or expired.I made other purchases on this app but this time it just doesn't make me do anything home |News |Events |Products |Partners |Support Copyright Company Se,Purchasing,Problem/Fault,Payment issue,Payment failed
23035,64490,RE : Company Support issue submit,"Dear *****(PERSON), Thank you for reaching us. This email is in regards to your problem regarding making an Purchasing. Please follow these steps: Go to phone Settings > Account centre > Payment and purchases > Purchase history and check if this payment is listed in the purchase history or not. Then please send us the following information so that we can proceed with an investigation: · Whether the payment is listed or not in the purchase history · Send us your Company ID (your Company ID can be found by going to: phone Settings > Account centre. Your Company ID will be at the top of the screen, right below your profile picture). · The date(s) you tried to make the purchase · The error message that pops up · A screenshot or a screen recording of the payment issue (if possible) · Details of the items you attempted to purchase · Your device model (to check this, go to phone Settings > About phone > Model) · Your Company ID version (to check this, go to phone Settings > Account centre > Settings > About) · Order number To learn more about Company Purchasings, please refer to this link: https://Company.com/en/SupportHome/Companyappgallery/appgallery003.html For further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Madalin Company ",Purchasing,Suggestion,Invoice,Invoice related request
23035,64488,Company Support issue submit,Product: AppGalle & Games Requests: Refund Request: App/Item Purchased Not Working As Expected Contact Full Name: Manuela Ferracin Contact Email Address: XXXXXX@XXXX.com Summary of the Issue: I'm trying to make a purchase on a Playrix app with Post OfficePay that does not appear to be blocked or expired.I made other purchases on this app but this time it just doesn't make me do anything home |News |Events |Products |Partners |Support Copyright Company Se,Purchasing,Problem/Fault,Payment issue,Payment failed
23028,64462,VIP privilege,"Hi! About order : "" *****(PERSON) konstantinou 15/7/*****(PHONE) 7:47 μ.μ. You sent a payment of €15.99 EUR to Company SE (xxxxx@xxxx.com) Transaction ID *****(PHONE)MW*****(PHONE)D Invoice ID P*****(PHONE)C4E7F453. Transaction date Jul 15, *****(PHONE) 20:46:46 GMT+03:00 Merchant Company SE xxxxx@xxxx.com It is about id *****(PHONE).Because of email account had hacked, now it has change. If you can update my account to vip again I will be obliged to you. Thank you!",Purchasing,Suggestion,Other,Unknown
23028,64471,RE : VIP privilege,"Dear *****(PERSON), Thank you for contacting us. May I ask you to clarify your request so that we can give you the best possible solution? I am able to understand that a payment was made from your account but it is not clear yet to me what is your request towards it. Thank you for your understanding. Sincerely, Madalin Company ",Purchasing,Suggestion,Payment,Query deduction details
23028,64477,Re: VIP privilege,"Sorry for the bad English I really trying to explaing to you. After a attack in my account a made hard reset to my Company p40pro and I lost the previus account. I am logging now with another email account to my phone. Gspace does automatic Login according to the phone ID. No with a new id I am not VIP. I hope to help you... I Στις Πέμπτη 1 Σεπτεμβρίου *****(PHONE), ο χρήστης έγραψε: Dear *****(PERSON), Thank you for contacting us. May I ask you to clarify your request so that we can give you the best possible solution? I am able to understand that a payment was made from your account but it is not clear yet to me what is your request towards it. Thank you for your understanding. Sincerely, Madalin Company ",Purchasing,Suggestion,Other,Unknown
23028,64478,RE : VIP privilege,"Dear *****(PERSON), Thank you for contacting us. We have received your support request. One of our experts will contact you as soon as possible. We will contact you via the contact email you provided as soon as we receive updates. If you have any further questions, please do not hesitate to contact us. Sincerely, Madalin Company ",Purchasing,Suggestion,Other,Unknown
23028,64481,Re: VIP privilege,"Now my new ID is *****(PHONE). I don't remember the old Στις Πέμπτη 1 Σεπτεμβρίου *****(PHONE), ο χρήστης Tasos Koronis έγραψε: Sorry for the bad English I really trying to explaing to you. After a attack in my account a made hard reset to my Company p40pro and I lost the previus account. I am logging now with another email account to my phone. Gspace does automatic Login according to the phone ID. No with a new id I am not VIP. I hope to help you... I Στις Πέμπτη 1 Σεπτεμβρίου *****(PHONE), ο χρήστης έγραψε: Dear *****(PERSON), Thank you for contacting us. May I ask you to clarify your request so that we can give you the best possible solution? I am able to understand that a payment was made from your account but it is not clear yet to me what is your request towards it. Thank you for your understanding. Sincerely, Madalin Company ",Purchasing,Suggestion,Other,Unknown
23028,64487,Re: VIP privilege,"Thank you very much for support and I am very happy to provide you any other information you need for identification. Στις Πέμπτη 1 Σεπτεμβρίου *****(PHONE), ο χρήστης έγραψε: Dear *****(PERSON), Thank you for contacting us. We have received your support request. One of our experts will contact you as soon as possible. We will contact you via the contact email you provided as soon as we receive updates. If you have any further questions, please do not hesitate to contact us. Sincerely, Madalin Company ",Purchasing,Suggestion,Other,Unknown
23027,64459,RE: Rechnung brauchen,"Hallo *****(PER), geben Sie mir bitte mal eine richtige URL an. Keiner der uns bekannten Zugänge (ID, Kundencenter, Cloud) weist eine derartige Menüstruktur auf. Abonennements leer, und nirgends sind Zahlungen oder Rechnungen sichtbar Kundencenter, wo wir die Geräte bestellen unter der Company ID, auch nichts mehr. Viele Grüße / Best Regards InfoTech GmbH - Informatik Service Provider *****(PER) xxxxx@xxxx.com www.InfoTech-ISP.net Pommernstraße 4 *****(PHONE) Holzminden fon: +49 *****(PHONE) *****(PHONE)-0 fax: +49 *****(PHONE) *****(PHONE)-20 HRB *****(PHONE) – Amtsgericht Hildesheim USt.-ID: DE 243 337 879, EORI DE*****(PHONE) Geschäftsführung: *****(PER). *****(PER) Disclaimer Diese e-Mail und eventuelle Anhänge ist ausschließlich für die adressierte Person bestimmt und könnte vertrauliche und / oder rechtlich geschützte Information enthalten. Wenn Sie nicht der richtige Adressat sind und/ oder diese e-Mail irrtümlich erhalten haben, informieren Sie bitte sofort den Absender und vernichten diese Mail. Es ist Ihnen in diesem Fall auch nicht gestattet, diese e-Mail teilweise oder ganz zu lesen, zu kopieren, an Unbefugte weiterzuleiten oder anderweitig für sich selbst zu verwenden. Widersprechen Sie nicht, gehen wir davon aus, dass Sie einverstanden sind, dass wir mit Ihnen über das Internet per E-Mail korrespondieren. Unbeschadet dessen ist allein die von uns unterzeichnete schriftliche Fassung verbindlich. Wir weisen darauf hin, dass derartige Nachrichten mit und ohne Zutun von Dritten verloren gehen, verändert oder verfälscht werden können. Auch ist die Vertraulichkeit unter Umständen nicht gewahrt. Wir haften deshalb nicht für die Unversehrtheit von E-Mails nachdem sie unseren Herrschaftsbereich verlassen haben und können Ihnen hieraus entstehende Schäden nicht ersetzen. Infotech behält sich das Recht vor, e-mail Kommunikation durch ihre Netze zu verfolgen. Sollte trotz der von uns verwendeten Virus-Schutz-Programme durch die Zusendung von E-Mails ein Virus in Ihre Systeme gelangen, haften wir nicht für eventuell hieraus entstehende Schäden. From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 4:57 PM To: xxxxx@xxxx.com Subject: Rechnung brauchen Sehr geehrter Herrn *****(PER), ich bedanke mich Ihnen für Ihre Geduld in dieses lange Prozess und ich entschuldige mich Ihnen für den Wartenzeit. Unser internes Team sagte mir, dass Sie Ihre Rechnung sehen und herunterladen können, wenn Sie dem Pfad folgen. Aber wie auch immer, die Verfügbarkeit der Rechnung sollte 1 Jahr sein. Gehen zu Einstellungen > Kontocenter > Zahlungen und Einkäufe > Kaufhistorie, tippen Sie auf die entsprechende Bestellung und dann auf RECHNUNG ANFORDERN. Füllen Sie alle erforderlichen Felder aus. Bestätigen Sie die eingegebenen Informationen und klicken Sie auf √ in der oberen rechten Ecke, um Ihre Anfrage zu senden. Zörgen Sie nicht, uns anzusprechen, falls wir Ihnen weiter darin behilflich sein können. Mit freundlichem Gruß, *****(PER) Company Kundenservice Die Company SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Company SE ist der Anbieter von Company Mobile Services für Company- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 16:10 Subject : RE: Rechnung brauchen Sehr geehrte Damen und Herren, Sie können also meiner Bitte nach einer Rechnung aus dem Vormonat nicht nachkommen. Ein zahlungsfähiger Einzug ohne Rechnungslegung ist natürlich völlig inakzeptabel. Das gleiche gilt für die 48h Haltefrist, hier gelten in der EU deutlich längere Aufbewahrungsfristen für Belege der Leistungserbringung. Welche Maßnahmen haben Sie getroffen für den Fall, dass die 48h überschritten werden? Company SE ist die leistungsfakturiende Stelle des Produktes „Company Mobile Cloud“, deren Vertretung Sie hier darstellen? Sie dürfen gern anonym bleiben. Wenn Sie den Case lieber auf englisch führen möchten, habe ich keine Probleme damit. Auf einer Rechnung muss ich aber bestehen und wenn es in Excel geschrieben wird. Viele Grüße / Best Regards InfoTech GmbH - Informatik Service Provider *****(PER) xxxxx@xxxx.com www.InfoTech-ISP.net Pommernstraße 4 *****(PHONE) Holzminden fon: +49 *****(PHONE) *****(PHONE)-0 fax: +49 *****(PHONE) *****(PHONE)-20 HRB *****(PHONE) – Amtsgericht Hildesheim USt.-ID: DE 243 337 879, EORI DE*****(PHONE) Geschäftsführung: *****(PER). *****(PER) Disclaimer Diese e-Mail und eventuelle Anhänge ist ausschließlich für die adressierte Person bestimmt und könnte vertrauliche und / oder rechtlich geschützte Information enthalten. Wenn Sie nicht der richtige Adressat sind und/ oder diese e-Mail irrtümlich erhalten haben, informieren Sie bitte sofort den Absender und vernichten diese Mail. Es ist Ihnen in diesem Fall auch nicht gestattet, diese e-Mail teilweise oder ganz zu lesen, zu kopieren, an Unbefugte weiterzuleiten oder anderweitig für sich selbst zu verwenden. Widersprechen Sie nicht, gehen wir davon aus, dass Sie einverstanden sind, dass wir mit Ihnen über das Internet per E-Mail korrespondieren. Unbeschadet dessen ist allein die von uns unterzeichnete schriftliche Fassung verbindlich. Wir weisen darauf hin, dass derartige Nachrichten mit und ohne Zutun von Dritten verloren gehen, verändert oder verfälscht werden können. Auch ist die Vertraulichkeit unter Umständen nicht gewahrt. Wir haften deshalb nicht für die Unversehrtheit von E-Mails nachdem sie unseren Herrschaftsbereich verlassen haben und können Ihnen hieraus entstehende Schäden nicht ersetzen. Infotech behält sich das Recht vor, e-mail Kommunikation durch ihre Netze zu verfolgen. Sollte trotz der von uns verwendeten Virus-Schutz-Programme durch die Zusendung von E-Mails ein Virus in Ihre Systeme gelangen, haften wir nicht für eventuell hieraus entstehende Schäden. From: xxxxx@xxxx.com Sent: Thursday, September 1, *****(PHONE) 1:55 PM To: xxxxx@xxxx.com Subject: Rechnung brauchen Sehr geehrter Herrn *****(PER), vielen Dank, dass Sie sich für Company entschieden haben. Wir hoffen, dass es Ihnen gut geht. Ich schreibe Ihnen wegen den Rechnungen des Sie brauchen. Sie finden diese Rechnungen schnell wenn Sie: Gehen zu Einstellungen > Kontocenter > Zahlungen und Einkäufe > Kaufhistorie, tippen Sie auf die entsprechende Bestellung und dann auf RECHNUNG ANFORDERN. Füllen Sie alle erforderlichen Felder aus. Bestätigen Sie die eingegebenen Informationen und klicken Sie auf √ in der oberen rechten Ecke, um Ihre Anfrage zu senden. Sie können nur 48 Stunden nach der Zahlung eine Rechnung anfordern. Company wird innerhalb von 48 Stunden eine digitale Rechnung ausstellen. Ich bedanke mich Ihnen für Ihre verständnis und ich wünsche Ihnen einen schönen Tag weiter. Zörgen Sie nicht, uns in Zukunft anzusprechen, falls wir Ihnen weiter darin behilflich sein können. Mit freundlichem Gruß, *****(PER) Company Kundenservice Die Company SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Company SE ist der Anbieter von Company Mobile Services für Company- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 13:32 To : xxxxx@xxxx.com Subject : Company Support issue submit Product: Cloud Requests: View, change or cancel subscription Contact Full Name: *****(PER) Phone Number: +49 *****(PHONE) Contact Email Address: xxxxx@xxxx.com Company Id Account: xxxxx@xxxx.com Summary of the issue: I need a bill for this subscription (German Business Requirements) there is no App-NameCompany Cloud Zahlungsmethode Company Abonniert *****(PHONE)-02-05 05:59:41 Abonnementnummer H*****(PHONE)ED*****(PHONE) Home | News | Events | Products | Partners | Support Copyright Company SE *****(PHONE) *****(PHONE)",Purchasing,Suggestion,Invoice,Invoice related request
